22590, 154, 2948, 2096 
22680, 289, 4150, 3547 
22320, 390, 2254, 2146 
22770, 242, 3297, 2948 
22860, 198, 2383, 2895 
22950, 242, 1625, 2254 
23130, 55, 3012, 3066 
23040, 339, 4539, 2096 
23400, 230, 2303, 2401 
23490, 207, 3544, 3929 
23310, 285, 2146, 4150 
23580, 97, 2401, 2389 
23670, 101, 4150, 2254 
23850, 383, 1824, 1968 
23760, 166, 1968, 2096 
23220, 256, 2682, 3130 
24030, 196, 3130, 2682 
24120, 160, 2755, 3297 
24210, 356, 1968, 3297 
24390, 149, 2941, 4150 
23940, 233, 2426, 2401 
24570, 163, 2146, 3112 
24480, 113, 3544, 2401 
24660, 278, 2389, 2096 
24930, 186, 1567, 3297 
24300, 44, 1538, 3095 
24750, 351, 2070, 2389 
25110, 218, 1824, 2217 
25200, 392, 3903, 3297 
24840, 121, 3095, 2254 
25380, 250, 1968, 1307 
25020, 206, 2561, 1968 
25560, 353, 1968, 3544 
25470, 358, 2948, 3929 
25290, 375, 1968, 2401 
25830, 271, 3066, 2217 
25740, 217, 2948, 3547 
25650, 218, 2941, 2096 
25920, 214, 3130, 2070 
26010, 264, 3544, 3297 
26100, 313, 3297, 1307 
26280, 254, 1089, 3958 
26370, 120, 2895, 2811 
26460, 86, 4580, 2948 
26190, 335, 1699, 1307 
26550, 81, 2682, 2811 
26640, 387, 2217, 3547 
26910, 321, 2426, 2561 
26730, 116, 1567, 2342 
27090, 289, 2895, 2389 
26820, 332, 1567, 3544 
27270, 57, 3095, 2426 
27000, 184, 3903, 1538 
27180, 38, 2561, 2401 
27360, 236, 2217, 2426 
27630, 372, 3297, 2383 
27540, 30, 2895, 3547 
27450, 284, 1307, 1307 
27990, 362, 1968, 1567 
27810, 64, 2383, 2426 
27720, 334, 4580, 2254 
27900, 168, 2070, 2755 
28260, 103, 2342, 3547 
28170, 359, 1968, 3547 
28080, 197, 3297, 2303 
28440, 129, 2948, 2096 
28530, 339, 2254, 3547 
28620, 64, 4150, 3903 
28350, 383, 1699, 2682 
28710, 80, 2303, 2811 
28890, 324, 4150, 2941 
28980, 285, 3297, 2948 
29160, 168, 3547, 2811 
29250, 238, 3012, 2342 
29070, 86, 2948, 1567 
28800, 38, 3012, 1699 
29340, 154, 2811, 2389 
29430, 58, 2146, 2755 
29520, 143, 1824, 2426 
29790, 102, 1968, 4539 
29610, 139, 3130, 2682 
29700, 223, 3297, 3095 
29880, 120, 2342, 3903 
30150, 169, 2561, 2254 
29970, 235, 2383, 3095 
30330, 333, 1699, 1824 
30060, 120, 3903, 2895 
30420, 58, 2948, 2561 
30240, 256, 2070, 1089 
30510, 140, 3130, 3297 
30600, 164, 2303, 2146 
30780, 218, 2096, 1699 
30870, 135, 2383, 2254 
30690, 128, 2070, 2146 
30960, 154, 2895, 2895 
31050, 357, 1824, 1538 
31230, 368, 2941, 1089 
31140, 103, 1625, 2342 
31410, 366, 2401, 3903 
31320, 92, 1089, 3297 
31500, 355, 1968, 2682 
31860, 185, 2303, 2383 
31680, 150, 2096, 2941 
32040, 182, 2389, 3130 
31590, 66, 1824, 2070 
31950, 60, 1089, 2561 
31770, 360, 2303, 3547 
32310, 292, 1824, 1699 
32220, 89, 2811, 4539 
32130, 388, 1567, 3958 
32400, 176, 3903, 2948 
32670, 285, 2342, 3130 
32580, 380, 1625, 3958 
32490, 235, 2096, 3095 
32760, 116, 1625, 2070 
32850, 338, 1538, 3547 
32940, 144, 2217, 3544 
33210, 234, 2303, 4539 
33390, 88, 2383, 2096 
33120, 257, 3066, 4539 
33030, 92, 3544, 3958 
33480, 150, 1567, 3130 
33300, 38, 3544, 2254 
33750, 324, 2811, 3130 
33660, 285, 1625, 1968 
33840, 355, 3095, 2561 
33930, 182, 3297, 1824 
34110, 294, 2895, 3066 
34020, 283, 3297, 2895 
34200, 264, 3958, 2389 
33570, 174, 1089, 1089 
34380, 346, 2383, 2401 
34290, 216, 1538, 2682 
34650, 47, 3130, 2895 
34470, 311, 2401, 1968 
34740, 165, 2217, 2811 
34920, 108, 1968, 3544 
35010, 358, 1307, 2096 
34830, 132, 3130, 3112 
35100, 280, 2895, 3095 
34560, 34, 3066, 2948 
35280, 128, 3903, 4150 
35190, 52, 2426, 2948 
35370, 76, 3903, 2941 
35460, 394, 2755, 1625 
35550, 290, 3903, 3066 
35730, 39, 2303, 2254 
35640, 122, 2426, 2254 
35910, 163, 3112, 4580 
36090, 397, 3903, 3547 
36000, 65, 2254, 3958 
35820, 249, 3544, 3130 
36270, 174, 2941, 1567 
36360, 60, 1699, 1089 
36180, 305, 4150, 2895 
36450, 214, 3130, 1538 
36540, 353, 4580, 4150 
36630, 63, 2389, 3066 
36810, 369, 3297, 2342 
36990, 62, 3929, 1699 
36720, 293, 2561, 3130 
37170, 353, 3544, 4150 
36900, 225, 2948, 1089 
37260, 310, 2389, 1625 
37350, 367, 1824, 2383 
37620, 64, 3012, 3297 
37440, 117, 3095, 2303 
37080, 76, 2389, 3095 
37530, 318, 2383, 3095 
37890, 238, 1538, 2401 
37710, 186, 4539, 1538 
38070, 231, 1699, 3012 
37980, 317, 2254, 3547 
38160, 349, 3544, 2303 
38250, 270, 3112, 1625 
38340, 219, 2895, 3012 
38520, 358, 2941, 3297 
37800, 53, 2755, 2383 
38430, 298, 1968, 2342 
38610, 123, 1089, 2941 
38790, 69, 3547, 3544 
38880, 347, 2426, 1699 
38700, 333, 1538, 2682 
38970, 152, 2948, 2146 
39060, 58, 1625, 1089 
39150, 308, 3547, 2941 
39420, 394, 3130, 2755 
39240, 276, 1089, 1567 
39600, 34, 1538, 2146 
39510, 196, 1307, 2383 
39690, 135, 3112, 2401 
39780, 156, 3066, 1968 
39960, 269, 3958, 2401 
39330, 93, 2401, 2811 
39870, 186, 3547, 2895 
40140, 345, 2096, 3012 
40320, 393, 3112, 1567 
40410, 296, 1089, 3066 
40230, 48, 3112, 1089 
40500, 135, 3066, 4150 
40050, 42, 1699, 1089 
40680, 132, 2070, 2070 
40860, 84, 2811, 2146 
40590, 48, 3112, 3544 
40770, 187, 1824, 1968 
41130, 37, 2303, 2426 
41040, 362, 4539, 3297 
41310, 118, 1968, 2811 
40950, 140, 2948, 1307 
41490, 393, 3297, 3547 
41220, 121, 1307, 2342 
41670, 102, 3095, 3012 
41400, 85, 2561, 1824 
41580, 287, 2682, 3112 
41940, 261, 2217, 2895 
41850, 190, 2755, 3958 
42120, 266, 2146, 2146 
41760, 119, 2561, 4150 
42300, 332, 2303, 1567 
42210, 279, 2217, 2303 
42480, 391, 2426, 3544 
42390, 215, 2146, 1567 
42570, 274, 4580, 2096 
42030, 106, 1307, 2941 
42660, 388, 2096, 4580 
42750, 361, 3547, 2146 
42930, 60, 3297, 3095 
42840, 196, 2254, 2303 
43110, 31, 1824, 1307 
43290, 72, 1625, 2755 
43380, 175, 3012, 3112 
43020, 88, 3112, 4150 
43470, 284, 1538, 2811 
43650, 302, 2217, 1968 
43740, 318, 2070, 2217 
43560, 316, 2342, 2146 
43830, 74, 3066, 4580 
43200, 95, 3903, 1699 
44100, 310, 1567, 2401 
43920, 51, 2941, 1699 
44190, 231, 3929, 2146 
44280, 229, 2146, 3066 
44010, 86, 1699, 2383 
44460, 85, 1089, 2389 
44550, 233, 3544, 2426 
44640, 75, 2096, 3095 
44370, 90, 1538, 3095 
44820, 275, 2070, 2941 
44730, 287, 4580, 2755 
44910, 58, 3066, 3544 
45180, 338, 1699, 2426 
45270, 163, 3297, 3544 
45090, 380, 2401, 2146 
45000, 212, 3012, 3544 
45450, 161, 4580, 2146 
45540, 232, 3297, 2303 
45360, 395, 2561, 3130 
45720, 254, 2948, 2755 
45810, 142, 2389, 1699 
45900, 339, 1307, 3547 
45990, 67, 2070, 3547 
45630, 391, 2146, 2895 
46080, 240, 3547, 2303 
46170, 207, 3547, 2254 
46350, 206, 2895, 2389 
46440, 200, 2948, 2682 
46260, 301, 1538, 3066 
46530, 308, 1307, 3958 
46620, 302, 2096, 2146 
46800, 51, 3544, 2941 
46710, 155, 1089, 1538 
46890, 339, 3095, 3012 
47070, 339, 4539, 2383 
47160, 273, 2941, 1968 
47250, 48, 2383, 1567 
47340, 311, 2217, 2096 
47520, 87, 2401, 1538 
46980, 122, 3903, 2254 
47430, 339, 2383, 3297 
47790, 210, 2755, 1307 
47700, 35, 3112, 1089 
47610, 34, 4539, 1307 
47970, 86, 2096, 1625 
47880, 140, 3903, 4580 
48150, 356, 1089, 1538 
48060, 131, 2941, 3130 
48330, 144, 2561, 2217 
48240, 329, 2342, 2217 
48420, 208, 2146, 3929 
48510, 113, 1824, 2146 
48600, 78, 2389, 2096 
48690, 283, 2682, 1089 
48870, 184, 2389, 2811 
48780, 354, 1307, 2217 
49140, 51, 2682, 1968 
48960, 117, 3130, 3012 
49320, 343, 2389, 1968 
49050, 87, 1567, 1824 
49230, 260, 1625, 2096 
49590, 156, 4580, 1625 
49410, 196, 2941, 4150 
49680, 358, 2217, 3112 
49500, 324, 4150, 3130 
49860, 35, 1567, 3903 
49770, 334, 2096, 3903 
50040, 100, 2342, 3130 
50130, 297, 2217, 3066 
50310, 44, 2895, 2895 
49950, 36, 3130, 2561 
50220, 173, 1307, 3929 
50580, 153, 1625, 1538 
50400, 138, 3929, 3112 
50490, 188, 2426, 4150 
50760, 161, 3929, 2254 
50670, 83, 4580, 2070 
50850, 390, 1625, 4539 
51120, 214, 3547, 2383 
51030, 275, 4539, 1307 
51210, 339, 3130, 1824 
50940, 360, 1567, 1567 
51300, 80, 2096, 2948 
51390, 195, 4580, 2383 
51660, 256, 2146, 2811 
51750, 97, 1625, 2070 
51570, 314, 3903, 4150 
51840, 45, 2254, 2096 
51930, 399, 2426, 2070 
51480, 264, 2755, 3903 
52110, 390, 3929, 4580 
52020, 124, 3544, 2682 
52200, 370, 3112, 4580 
52290, 399, 1089, 1968 
52470, 260, 3297, 2217 
52560, 312, 2146, 3012 
52380, 264, 2755, 2383 
52740, 278, 1089, 4580 
52650, 203, 1968, 2755 
53010, 159, 1538, 1625 
52920, 138, 2948, 2401 
52830, 335, 1307, 3095 
53190, 302, 3903, 2146 
53280, 338, 2383, 2383 
53370, 274, 2217, 2426 
53550, 314, 3929, 1307 
53460, 170, 1567, 2383 
53100, 327, 2811, 3112 
53820, 309, 2426, 2389 
53730, 155, 1307, 2948 
53910, 72, 3929, 1699 
53640, 106, 4580, 3547 
54000, 166, 3297, 2342 
54270, 49, 1625, 3958 
54180, 72, 1699, 2941 
54090, 369, 3903, 4580 
54540, 166, 2561, 3547 
54360, 203, 1307, 2682 
54450, 328, 2303, 2146 
54720, 38, 3095, 2146 
54810, 348, 3903, 2342 
54990, 82, 2342, 3544 
54630, 394, 1307, 3903 
54900, 51, 2254, 2426 
55170, 143, 4580, 3112 
55350, 351, 2561, 3929 
55080, 334, 4539, 3958 
55260, 231, 2254, 2811 
55620, 178, 4150, 2146 
55440, 299, 2070, 3130 
55530, 146, 1625, 2561 
55800, 115, 1567, 3903 
55980, 395, 2401, 1567 
55710, 182, 2948, 1089 
56070, 293, 2401, 1625 
55890, 369, 4539, 1625 
56160, 313, 1538, 2303 
56340, 167, 4539, 1567 
56430, 263, 2811, 2254 
56610, 366, 1824, 2682 
56250, 123, 2948, 3012 
56700, 172, 1625, 4539 
56520, 387, 1089, 3130 
56790, 231, 3903, 3297 
56880, 39, 1699, 3012 
56970, 229, 1307, 2895 
57240, 357, 2254, 2146 
57150, 141, 2811, 2948 
57420, 45, 2217, 1824 
57060, 383, 1538, 2096 
57600, 116, 3903, 2217 
57510, 225, 1307, 1824 
57690, 324, 3095, 3547 
57330, 280, 3066, 3112 
57870, 312, 2217, 3958 
57960, 86, 2895, 3112 
58050, 369, 3929, 2217 
58140, 217, 2755, 2070 
58230, 126, 1307, 2895 
57780, 191, 2948, 2948 
58410, 172, 3095, 2682 
58500, 90, 3929, 2096 
58320, 201, 1824, 2401 
58590, 65, 2254, 2811 
58770, 398, 1625, 2254 
58950, 172, 3297, 3066 
58860, 154, 4580, 2561 
59040, 264, 2342, 2941 
59130, 68, 4580, 3544 
58680, 382, 2948, 2303 
59400, 315, 1307, 3130 
59490, 327, 1699, 2096 
59310, 373, 2389, 2948 
59580, 257, 1089, 3544 
59220, 195, 2342, 2755 
59760, 322, 1625, 1699 
59850, 396, 1968, 2948 
59940, 308, 3903, 2941 
60120, 97, 2755, 1538 
60030, 287, 2401, 3130 
60210, 30, 2941, 2948 
60300, 260, 3547, 2811 
60480, 397, 3903, 2941 
59670, 329, 2811, 3929 
60570, 349, 3095, 2811 
60750, 53, 3112, 1567 
60660, 369, 3547, 2217 
60390, 30, 2389, 2941 
60930, 148, 1625, 3130 
61110, 325, 2096, 3544 
61020, 277, 2096, 2755 
60840, 356, 2096, 2254 
61290, 223, 2561, 3547 
61470, 136, 3958, 2811 
61200, 252, 2254, 1968 
61380, 333, 3903, 1307 
61560, 113, 4150, 3112 
61650, 157, 3095, 2941 
61830, 125, 2146, 2217 
61920, 143, 3903, 2561 
62010, 101, 2561, 1538 
62190, 239, 3544, 1699 
62100, 270, 2342, 3066 
61740, 160, 2561, 3130 
62370, 391, 3297, 3929 
62460, 357, 3012, 2426 
62640, 259, 1538, 2389 
62280, 221, 3012, 2254 
62730, 140, 2811, 2948 
62820, 115, 1538, 2811 
62910, 68, 3903, 3958 
62550, 178, 2682, 2811 
63090, 223, 1089, 3547 
63180, 236, 2561, 3929 
63360, 307, 2895, 2811 
63270, 198, 2070, 2561 
63450, 39, 4150, 3066 
63540, 217, 2303, 2682 
63630, 212, 2941, 1625 
63000, 336, 2383, 2755 
63900, 274, 2561, 2383 
63720, 229, 3130, 2389 
64080, 176, 3929, 2303 
63990, 101, 2070, 1089 
63810, 323, 3929, 2426 
64260, 194, 3130, 3903 
64170, 40, 4580, 1699 
64530, 333, 3297, 2401 
64440, 191, 1699, 3958 
64620, 216, 3095, 2383 
64710, 215, 2254, 2426 
64890, 81, 3903, 3066 
64800, 125, 2303, 3903 
64350, 67, 3112, 3547 
64980, 183, 2895, 2561 
65250, 264, 1968, 2342 
65070, 202, 2941, 3903 
65160, 125, 3112, 1968 
65520, 227, 3066, 2426 
65430, 275, 3012, 2383 
65700, 386, 2383, 2096 
65610, 249, 2811, 3544 
65340, 130, 3130, 3547 
65790, 279, 2389, 1625 
65880, 131, 1968, 2895 
66060, 134, 2383, 3297 
65970, 229, 2948, 1968 
66150, 48, 2254, 2561 
66240, 277, 1968, 2070 
66330, 134, 1567, 2682 
66420, 164, 3903, 4539 
66780, 33, 3958, 2895 
66510, 367, 2401, 1699 
66600, 239, 3547, 2682 
66870, 390, 1699, 3297 
66960, 142, 2755, 2303 
67050, 135, 1538, 2682 
67230, 167, 3958, 1968 
67140, 189, 3929, 2146 
67410, 234, 1824, 2811 
66690, 98, 3066, 1699 
67320, 349, 1089, 3958 
67680, 96, 3095, 2389 
67590, 396, 3095, 2217 
67860, 237, 2561, 2303 
67770, 58, 2342, 2383 
67950, 197, 3297, 3012 
67500, 76, 3547, 2755 
68130, 107, 3066, 1699 
68220, 79, 2389, 2682 
68040, 153, 4150, 1625 
68400, 36, 1699, 1968 
68310, 37, 1307, 2426 
68490, 216, 2303, 3544 
68760, 127, 2682, 2303 
68670, 288, 3112, 3958 
68940, 106, 2401, 3066 
69030, 380, 1968, 1968 
68850, 387, 2948, 2755 
69210, 231, 2342, 2146 
69120, 370, 2682, 3130 
68580, 347, 1699, 2342 
69390, 170, 1089, 2217 
69570, 361, 2146, 2895 
69660, 115, 1824, 4150 
69480, 364, 4580, 2401 
69750, 137, 2811, 2146 
69300, 382, 2217, 1699 
69840, 76, 3066, 3066 
69930, 352, 2217, 3547 
70200, 65, 1968, 2217 
70020, 316, 2561, 1625 
70290, 153, 2303, 1824 
70110, 237, 2682, 1625 
70560, 149, 3903, 3547 
70470, 58, 3095, 2389 
70380, 108, 3547, 2383 
70830, 367, 2389, 3095 
70740, 263, 2682, 1968 
70650, 303, 1567, 2948 
71010, 52, 1538, 2401 
71100, 214, 1538, 2401 
71280, 85, 1968, 2217 
70920, 189, 4539, 2383 
71370, 49, 2895, 3130 
71190, 359, 2096, 2383 
71550, 360, 2561, 4580 
71640, 234, 4150, 3929 
71460, 383, 2217, 3095 
71910, 87, 2561, 2096 
71820, 238, 2303, 3066 
71730, 72, 2254, 1307 
72090, 173, 1567, 1307 
72270, 194, 1968, 2383 
72000, 51, 1968, 2426 
72180, 302, 2146, 1307 
72450, 214, 3066, 3903 
72540, 136, 3095, 2303 
72720, 298, 2948, 1625 
72630, 201, 1824, 2096 
72810, 133, 2217, 2389 
72990, 396, 4150, 2401 
72360, 342, 3903, 1538 
73170, 328, 3095, 3297 
72900, 322, 3903, 2811 
73260, 56, 1089, 2254 
73440, 289, 4150, 2755 
73080, 298, 3547, 2426 
73350, 185, 2948, 1625 
73710, 307, 1307, 2383 
73890, 360, 2303, 1699 
73620, 208, 3547, 3297 
73530, 266, 3547, 4150 
73980, 247, 2561, 3095 
73800, 66, 3130, 2096 
74070, 334, 1824, 3066 
74340, 132, 3903, 2895 
74250, 211, 2755, 2096 
74520, 36, 3958, 2389 
74430, 260, 1968, 2755 
74160, 89, 2383, 3547 
74700, 157, 4150, 2383 
74880, 82, 2895, 1089 
74610, 117, 3095, 3929 
75060, 148, 2895, 1089 
74790, 224, 2303, 2811 
75150, 391, 4580, 2401 
74970, 51, 3095, 3903 
75240, 146, 3903, 4539 
75330, 188, 2895, 2342 
75420, 153, 2096, 1538 
75690, 267, 2146, 2895 
75600, 170, 2383, 2389 
75870, 68, 3130, 2401 
75780, 139, 2948, 1824 
75510, 114, 2682, 2342 
75960, 120, 1089, 2948 
76050, 199, 3095, 1625 
76140, 319, 3012, 2389 
76230, 319, 4539, 4150 
76500, 85, 1089, 3012 
76320, 108, 3544, 2811 
76410, 381, 3958, 2389 
76770, 293, 2342, 3547 
76680, 319, 4580, 3929 
76860, 126, 4539, 4150 
76950, 74, 2682, 3095 
76590, 290, 1968, 2941 
77040, 285, 2401, 3297 
77310, 95, 2811, 2096 
77130, 152, 2895, 3903 
77220, 338, 2561, 2811 
77400, 317, 2096, 1625 
77670, 226, 2682, 3929 
77490, 357, 2070, 2342 
77580, 376, 3547, 2342 
77850, 207, 3547, 2682 
77940, 275, 4539, 3297 
77760, 295, 3130, 2811 
78210, 373, 1089, 4150 
78030, 147, 3066, 4539 
78390, 59, 2389, 4539 
78120, 122, 2895, 1089 
78480, 397, 3112, 3544 
78570, 192, 2811, 3958 
78300, 78, 1307, 2217 
78750, 304, 3547, 4539 
78660, 66, 1089, 2948 
79020, 391, 1538, 3903 
78930, 70, 3903, 2895 
79110, 128, 3297, 1089 
79290, 252, 2389, 2070 
79200, 371, 2096, 1625 
79470, 276, 2146, 2096 
78840, 94, 2217, 4150 
79380, 214, 1089, 3903 
79740, 138, 2948, 1699 
79830, 114, 3929, 2096 
79560, 67, 1699, 2811 
79650, 208, 2811, 2426 
79920, 248, 2755, 4150 
80010, 222, 1307, 1567 
80190, 349, 1625, 2070 
80100, 362, 2070, 2383 
80460, 243, 2895, 4580 
80550, 199, 2096, 2682 
80370, 160, 2146, 2096 
80280, 282, 2303, 2389 
80730, 333, 2755, 2303 
80820, 240, 3112, 4580 
80910, 236, 4539, 3547 
81090, 370, 3958, 2254 
80640, 152, 1968, 3903 
81000, 330, 2342, 4580 
81360, 362, 2941, 1968 
81270, 78, 2401, 2217 
81180, 162, 3547, 3112 
81630, 135, 3297, 2389 
81720, 386, 2146, 3066 
81450, 279, 3112, 4580 
81810, 308, 2389, 2303 
81900, 254, 2682, 1968 
81540, 333, 2342, 2146 
82170, 290, 2948, 2254 
81990, 283, 3297, 3112 
82080, 35, 3112, 1538 
82260, 144, 2895, 3903 
82440, 242, 2401, 2895 
82530, 110, 2561, 2561 
82350, 75, 4539, 3095 
82620, 259, 2561, 4539 
82800, 213, 3297, 3066 
82890, 172, 2070, 4150 
82980, 219, 3012, 1625 
82710, 172, 4539, 2096 
83250, 187, 4580, 2682 
83070, 306, 1538, 3547 
83340, 304, 3297, 4150 
83160, 37, 2342, 4539 
83520, 346, 3066, 2426 
83700, 60, 3297, 2303 
83430, 161, 2342, 3297 
83610, 113, 4580, 1538 
84060, 81, 3958, 3547 
83880, 106, 1968, 1968 
84150, 291, 2401, 2811 
